ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_orgUnitCode;dhis_periode;dhis_typePeriode;dhis_changeToPeriode;dhis_promptitude;dhis_reference;dhis_dataSetName;dhis_dataSetId;dhis_dataElementName;dhis_dataElementId;dhis_categorieComboName;dhis_categorieComboId;dhis_categorieComboOptionName;dhis_categorieComboOptionId;dhis_assignValue;dhis_addValue
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;1;Code ASBC;oui;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;2;code personne;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;3;Age personne;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;4;Date de visite;;;;oui;oui;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;5;Le lieu de naissance du bébé;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;6;L'enfant est-il de faible poids ?;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;7;Quel est le poids de l'enfant?;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;8;**Voulez-vous effectuer une visite recommandée par le CSPS ?**;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;9;Avez-vous suivi les recommandations / conseils de l'ICP ?;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;10;Incapable de téter depuis la naissance, ou a cessé de bien téter;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;11;Convulse ou fait des crises depuis la naissance;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;12;Respiration rapide: 60 respirations ou plus par minute (en deux comptages);;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;13;Tirage sous-costal marqué ou intercostal;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;14;Température axillaire élevée: 37.5°C ou plus (remplacer par Corps chaud);;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;15;Température axillaire très basse: 35.4°C ou moins;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;16;Bouge uniquement après stimulation, ou ne bouge pas même après stimulation;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;17;Plante des pieds jaune;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;18;Signes d’infection locale: ombilic rouge ou laissant couler du pus, pustules cutanées, ou écoulement de pus des yeux;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;19;Autres problèmes;;;;;;;Activité ASBC;tqIum6VDHOH;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;;;;;;;;;Activité ASBC;tqIum6VDHOH;Nombre de SMS;ehvoRQe4CJm;;;default;HllvX50cXC0;1;oui
