ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_programName;dhis_programId;dhis_programEnrolmentDate;dhis_programIncidentDate;dhis_programOrgUnitCode;dhis_attributName;dhis_attributId;dhis_programStageName;dhis_programStageId;dhis_programStageOrgUnitCode;dhis_programStageEventDate;dhis_programStageDataElementName;dhis_programStageDataElementId;dhis_programMasterName;dhis_programMasterId;dhis_programStageMasterName;dhis_programStageMasterId;dhis_attributValueUniqueName;dhis_attributValueUniqueId;dhis_dataElementValueUniqueName;dhis_dataElementValueUniqueId;dhis_assignValue;changeValue
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;1;Code ASBC;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;oui;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;2;code personne;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;;;Enregistrement de personnes;kFjVC6CTFrK;enregistrement de personne;mYCX7qEfkRJ;Code personne;vadegRbcklv;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;3;code Prise en charge;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;30.3.Code de prise en charge;kvQS9gw12Rn;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;4;age en années;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;age en années;OA9Df9MHvrw;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;5;Date de prise en charge;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;oui;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;6;Toux / difficulté respiratoire;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;30.5.Motif Toux;lUHn2jpd3YU;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;7;Fièvre / Corps chaud;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;30.6.Motif - Fièvre;V8hnF1mIa2U;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;8;Diarrhée;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;30.7.Motif - Diarrhée;UHrCBdjL1WR;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;9;Autre motif de consultation;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;30.8.Motif - Autre motif;NlhwuPPU6cW;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;10;Fièvre dans les 72H;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;30.26.Corps chaud;axgttkaB2Nt;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;11;Présence du traitement du paludisme;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;30.40.Traitement palu;AtLMU1QCtkD;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;12;Réalisation de TDR;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;Indiv_1.21 TDR Paludisme;AUcaAk5d95k;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;13;Présence de Signe de gravité;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;30.41.Presence signe de gravite;qhFpE8Rr8aR;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;14;Voulez  vous distribuer;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;Distribution de produit effectuée;AHd7LLCT9KE;;;;;;;;;;0a2
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;15;Code opération;Prise en charge;tMhPShM7JTF;;;;;;PEC;Aa3qGPf4AN6;;;Code Opération;QEpj5yfYAej;;;;;;;Code Opération;QEpj5yfYAej;;
